dt,AverageTemperature,MaxTemperature,MinTemperature
1997-12-31,25.87,29.87,21.87
1998-01-01,28.15,32.15,24.15
1998-01-02,27.31,31.31,23.31
1998-01-03,26.36,30.36,22.36
1998-01-04,25.59,29.59,21.59
1998-01-05,24.97,28.97,20.97
1998-01-06,26.49,30.49,22.49
1998-01-07,26.59,30.59,22.59
1998-01-08,26.42,30.42,22.42
1998-01-09,28.17,32.17,24.17
1998-01-10,25.34,29.34,21.34
1998-01-11,25.42,29.42,21.42
1998-01-12,25.89,29.89,21.89
1998-01-13,27.01,31.01,23.01
1998-01-14,27.86,31.86,23.86
1998-01-15,28.57,32.57,24.57
1998-01-16,26.03,30.03,22.03
1998-01-17,25.47,29.47,21.47
1998-01-18,27.0,31.0,23.0
1998-01-19,26.16,30.16,22.16
1998-01-20,28.9,32.9,24.9
1998-01-21,25.12,29.12,21.12
1998-01-22,25.72,29.72,21.72
1998-01-23,27.97,31.97,23.97
1998-01-24,26.51,30.51,22.51
1998-01-25,27.21,31.21,23.21
1998-01-26,28.22,32.22,24.22
1998-01-27,27.63,31.63,23.63
1998-01-28,27.37,31.37,23.37
1998-01-29,27.69,31.69,23.69
1998-01-30,25.22,29.22,21.22
1998-01-31,25.35,29.35,21.35
1998-02-01,28.15,32.15,24.15
1998-02-02,27.19,31.19,23.19
1998-02-03,29.7,33.7,25.7
1998-02-04,29.0,33.0,25.0
1998-02-05,29.43,33.43,25.43
1998-02-06,26.44,30.44,22.44
1998-02-07,28.22,32.22,24.22
1998-02-08,25.83,29.83,21.83
1998-02-09,28.66,32.66,24.66
1998-02-10,25.89,29.89,21.89
1998-02-11,28.42,32.42,24.42
1998-02-12,26.57,30.57,22.57
1998-02-13,28.08,32.08,24.08
1998-02-14,26.82,30.82,22.82
1998-02-15,25.81,29.81,21.81
1998-02-16,28.46,32.46,24.46
1998-02-17,27.51,31.51,23.51
1998-02-18,28.62,32.620000000000005,24.62
1998-02-19,25.95,29.95,21.95
1998-02-20,27.84,31.84,23.84
1998-02-21,25.94,29.94,21.94
1998-02-22,26.3,30.3,22.3
1998-02-23,28.86,32.86,24.86
1998-02-24,26.63,30.63,22.63
1998-02-25,26.09,30.09,22.09
1998-02-26,26.29,30.29,22.29
1998-02-27,26.29,30.29,22.29
1998-02-28,29.1,33.1,25.1
1998-03-01,28.95,32.95,24.95
1998-03-02,29.76,33.760000000000005,25.76
1998-03-03,27.62,31.62,23.62
1998-03-04,29.1,33.1,25.1
1998-03-05,30.19,34.19,26.19
1998-03-06,28.73,32.730000000000004,24.73
1998-03-07,30.07,34.07,26.07
1998-03-08,27.46,31.46,23.46
1998-03-09,30.46,34.46,26.46
1998-03-10,26.91,30.91,22.91
1998-03-11,29.63,33.629999999999995,25.63
1998-03-12,27.4,31.4,23.4
1998-03-13,27.06,31.06,23.06
1998-03-14,28.83,32.83,24.83
1998-03-15,27.86,31.86,23.86
1998-03-16,27.48,31.48,23.48
1998-03-17,28.35,32.35,24.35
1998-03-18,30.54,34.54,26.54
1998-03-19,29.12,33.120000000000005,25.12
1998-03-20,27.7,31.7,23.7
1998-03-21,30.53,34.53,26.53
1998-03-22,27.71,31.71,23.71
1998-03-23,29.47,33.47,25.47
1998-03-24,27.64,31.64,23.64
1998-03-25,29.69,33.69,25.69
1998-03-26,29.17,33.17,25.17
1998-03-27,28.88,32.879999999999995,24.88
1998-03-28,28.43,32.43,24.43
1998-03-29,27.56,31.56,23.56
1998-03-30,29.03,33.03,25.03
1998-03-31,30.09,34.09,26.09
1998-04-01,26.99,30.99,22.99
1998-04-02,29.79,33.79,25.79
1998-04-03,30.38,34.379999999999995,26.38
1998-04-04,29.33,33.33,25.33
1998-04-05,27.89,31.89,23.89
1998-04-06,28.27,32.269999999999996,24.27
1998-04-07,29.86,33.86,25.86
1998-04-08,28.33,32.33,24.33
1998-04-09,26.89,30.89,22.89
1998-04-10,27.28,31.28,23.28
1998-04-11,28.0,32.0,24.0
1998-04-12,28.43,32.43,24.43
1998-04-13,28.32,32.32,24.32
1998-04-14,30.09,34.09,26.09
1998-04-15,27.75,31.75,23.75
1998-04-16,28.5,32.5,24.5
1998-04-17,30.12,34.120000000000005,26.12
1998-04-18,30.03,34.03,26.03
1998-04-19,27.68,31.68,23.68
1998-04-20,28.32,32.32,24.32
1998-04-21,27.49,31.49,23.49
1998-04-22,27.22,31.22,23.22
1998-04-23,29.08,33.08,25.08
1998-04-24,28.14,32.14,24.14
1998-04-25,28.91,32.91,24.91
1998-04-26,29.21,33.21,25.21
1998-04-27,29.28,33.28,25.28
1998-04-28,30.62,34.620000000000005,26.62
1998-04-29,27.8,31.8,23.8
1998-04-30,30.45,34.45,26.45
1998-05-01,26.58,30.58,22.58
1998-05-02,26.49,30.49,22.49
1998-05-03,26.81,30.81,22.81
1998-05-04,28.94,32.94,24.94
1998-05-05,28.49,32.489999999999995,24.49
1998-05-06,27.02,31.02,23.02
1998-05-07,26.96,30.96,22.96
1998-05-08,28.49,32.489999999999995,24.49
1998-05-09,30.21,34.21,26.21
1998-05-10,27.1,31.1,23.1
1998-05-11,27.41,31.41,23.41
1998-05-12,26.85,30.85,22.85
1998-05-13,28.75,32.75,24.75
1998-05-14,30.08,34.08,26.08
1998-05-15,27.32,31.32,23.32
1998-05-16,28.26,32.260000000000005,24.26
1998-05-17,30.0,34.0,26.0
1998-05-18,29.2,33.2,25.2
1998-05-19,28.48,32.480000000000004,24.48
1998-05-20,28.93,32.93,24.93
1998-05-21,29.29,33.29,25.29
1998-05-22,29.28,33.28,25.28
1998-05-23,28.31,32.31,24.31
1998-05-24,27.5,31.5,23.5
1998-05-25,27.19,31.19,23.19
1998-05-26,30.04,34.04,26.04
1998-05-27,26.6,30.6,22.6
1998-05-28,27.72,31.72,23.72
1998-05-29,29.13,33.129999999999995,25.13
1998-05-30,28.77,32.769999999999996,24.77
1998-05-31,28.1,32.1,24.1
1998-06-01,25.7,29.7,21.7
1998-06-02,25.84,29.84,21.84
1998-06-03,28.07,32.07,24.07
1998-06-04,27.21,31.21,23.21
1998-06-05,26.64,30.64,22.64
1998-06-06,26.78,30.78,22.78
1998-06-07,26.99,30.99,22.99
1998-06-08,28.01,32.010000000000005,24.01
1998-06-09,27.68,31.68,23.68
1998-06-10,25.56,29.56,21.56
1998-06-11,25.91,29.91,21.91
1998-06-12,25.56,29.56,21.56
1998-06-13,25.42,29.42,21.42
1998-06-14,28.38,32.379999999999995,24.38
1998-06-15,28.68,32.68,24.68
1998-06-16,26.94,30.94,22.94
1998-06-17,29.16,33.16,25.16
1998-06-18,28.73,32.730000000000004,24.73
1998-06-19,28.72,32.72,24.72
1998-06-20,26.75,30.75,22.75
1998-06-21,29.1,33.1,25.1
1998-06-22,28.28,32.28,24.28
1998-06-23,26.69,30.69,22.69
1998-06-24,28.84,32.84,24.84
1998-06-25,25.3,29.3,21.3
1998-06-26,27.57,31.57,23.57
1998-06-27,27.36,31.36,23.36
1998-06-28,25.61,29.61,21.61
1998-06-29,28.73,32.730000000000004,24.73
1998-06-30,26.41,30.41,22.41
1998-07-01,26.19,30.19,22.19
1998-07-02,26.58,30.58,22.58
1998-07-03,27.95,31.95,23.95
1998-07-04,27.06,31.06,23.06
1998-07-05,26.94,30.94,22.94
1998-07-06,26.13,30.13,22.13
1998-07-07,25.8,29.8,21.8
1998-07-08,26.59,30.59,22.59
1998-07-09,25.7,29.7,21.7
1998-07-10,26.04,30.04,22.04
1998-07-11,26.44,30.44,22.44
1998-07-12,28.05,32.05,24.05
1998-07-13,28.4,32.4,24.4
1998-07-14,28.0,32.0,24.0
1998-07-15,26.78,30.78,22.78
1998-07-16,27.53,31.53,23.53
1998-07-17,26.02,30.02,22.02
1998-07-18,26.52,30.52,22.52
1998-07-19,28.44,32.44,24.44
1998-07-20,26.1,30.1,22.1
1998-07-21,25.37,29.37,21.37
1998-07-22,26.57,30.57,22.57
1998-07-23,27.29,31.29,23.29
1998-07-24,25.19,29.19,21.19
1998-07-25,25.17,29.17,21.17
1998-07-26,25.89,29.89,21.89
1998-07-27,28.31,32.31,24.31
1998-07-28,27.38,31.38,23.38
1998-07-29,25.57,29.57,21.57
1998-07-30,27.09,31.09,23.09
1998-07-31,27.32,31.32,23.32
1998-08-01,26.53,30.53,22.53
1998-08-02,27.48,31.48,23.48
1998-08-03,24.54,28.54,20.54
1998-08-04,25.2,29.2,21.2
1998-08-05,28.31,32.31,24.31
1998-08-06,26.43,30.43,22.43
1998-08-07,24.75,28.75,20.75
1998-08-08,25.67,29.67,21.67
1998-08-09,24.45,28.45,20.45
1998-08-10,26.76,30.76,22.76
1998-08-11,28.44,32.44,24.44
1998-08-12,26.8,30.8,22.8
1998-08-13,26.88,30.88,22.88
1998-08-14,25.75,29.75,21.75
1998-08-15,25.39,29.39,21.39
1998-08-16,26.47,30.47,22.47
1998-08-17,28.04,32.04,24.04
1998-08-18,24.48,28.48,20.48
1998-08-19,26.72,30.72,22.72
1998-08-20,26.15,30.15,22.15
1998-08-21,26.92,30.92,22.92
1998-08-22,27.8,31.8,23.8
1998-08-23,26.24,30.24,22.24
1998-08-24,25.31,29.31,21.31
1998-08-25,25.95,29.95,21.95
1998-08-26,25.04,29.04,21.04
1998-08-27,24.78,28.78,20.78
1998-08-28,25.94,29.94,21.94
1998-08-29,26.94,30.94,22.94
1998-08-30,25.49,29.49,21.49
1998-08-31,28.1,32.1,24.1
1998-09-01,27.16,31.16,23.16
1998-09-02,27.15,31.15,23.15
1998-09-03,27.17,31.17,23.17
1998-09-04,24.41,28.41,20.41
1998-09-05,27.65,31.65,23.65
1998-09-06,28.07,32.07,24.07
1998-09-07,24.48,28.48,20.48
1998-09-08,26.79,30.79,22.79
1998-09-09,27.11,31.11,23.11
1998-09-10,25.18,29.18,21.18
1998-09-11,27.75,31.75,23.75
1998-09-12,26.9,30.9,22.9
1998-09-13,25.3,29.3,21.3
1998-09-14,28.27,32.269999999999996,24.27
1998-09-15,25.26,29.26,21.26
1998-09-16,27.11,31.11,23.11
1998-09-17,26.3,30.3,22.3
1998-09-18,27.29,31.29,23.29
1998-09-19,24.79,28.79,20.79
1998-09-20,28.21,32.21,24.21
1998-09-21,25.22,29.22,21.22
1998-09-22,25.28,29.28,21.28
1998-09-23,26.62,30.62,22.62
1998-09-24,25.8,29.8,21.8
1998-09-25,26.17,30.17,22.17
1998-09-26,24.55,28.55,20.55
1998-09-27,25.34,29.34,21.34
1998-09-28,27.49,31.49,23.49
1998-09-29,28.01,32.010000000000005,24.01
1998-09-30,25.33,29.33,21.33
1998-10-01,26.65,30.65,22.65
1998-10-02,23.68,27.68,19.68
1998-10-03,23.74,27.74,19.74
1998-10-04,25.13,29.13,21.13
1998-10-05,24.15,28.15,20.15
1998-10-06,24.22,28.22,20.22
1998-10-07,26.07,30.07,22.07
1998-10-08,26.99,30.99,22.99
1998-10-09,26.68,30.68,22.68
1998-10-10,24.91,28.91,20.91
1998-10-11,27.06,31.06,23.06
1998-10-12,26.93,30.93,22.93
1998-10-13,25.66,29.66,21.66
1998-10-14,25.46,29.46,21.46
1998-10-15,23.79,27.79,19.79
1998-10-16,24.16,28.16,20.16
1998-10-17,23.9,27.9,19.9
1998-10-18,25.67,29.67,21.67
1998-10-19,26.27,30.27,22.27
1998-10-20,26.04,30.04,22.04
1998-10-21,27.05,31.05,23.05
1998-10-22,26.19,30.19,22.19
1998-10-23,26.88,30.88,22.88
1998-10-24,24.12,28.12,20.12
1998-10-25,24.25,28.25,20.25
1998-10-26,27.23,31.23,23.23
1998-10-27,24.98,28.98,20.98
1998-10-28,24.43,28.43,20.43
1998-10-29,27.21,31.21,23.21
1998-10-30,27.44,31.44,23.44
1998-10-31,26.11,30.11,22.11
1998-11-01,25.21,29.21,21.21
1998-11-02,26.41,30.41,22.41
1998-11-03,23.72,27.72,19.72
1998-11-04,24.24,28.24,20.24
1998-11-05,25.13,29.13,21.13
1998-11-06,26.99,30.99,22.99
1998-11-07,24.88,28.88,20.88
1998-11-08,23.89,27.89,19.89
1998-11-09,25.17,29.17,21.17
1998-11-10,24.63,28.63,20.63
1998-11-11,23.88,27.88,19.88
1998-11-12,25.26,29.26,21.26
1998-11-13,25.07,29.07,21.07
1998-11-14,26.6,30.6,22.6
1998-11-15,23.91,27.91,19.91
1998-11-16,25.18,29.18,21.18
1998-11-17,25.03,29.03,21.03
1998-11-18,26.25,30.25,22.25
1998-11-19,27.21,31.21,23.21
1998-11-20,24.23,28.23,20.23
1998-11-21,26.93,30.93,22.93
1998-11-22,26.1,30.1,22.1
1998-11-23,23.78,27.78,19.78
1998-11-24,26.73,30.73,22.73
1998-11-25,25.81,29.81,21.81
1998-11-26,26.86,30.86,22.86
1998-11-27,25.3,29.3,21.3
1998-11-28,26.32,30.32,22.32
1998-11-29,24.46,28.46,20.46
1998-11-30,24.43,28.43,20.43
1998-12-01,24.53,28.53,20.53
1998-12-02,25.25,29.25,21.25
1998-12-03,26.04,30.04,22.04
1998-12-04,25.84,29.84,21.84
1998-12-05,26.46,30.46,22.46
1998-12-06,24.88,28.88,20.88
1998-12-07,26.82,30.82,22.82
1998-12-08,23.61,27.61,19.61
1998-12-09,23.92,27.92,19.92
1998-12-10,25.9,29.9,21.9
1998-12-11,24.19,28.19,20.19
1998-12-12,23.83,27.83,19.83
1998-12-13,26.72,30.72,22.72
1998-12-14,23.44,27.44,19.44
1998-12-15,27.14,31.14,23.14
1998-12-16,26.62,30.62,22.62
1998-12-17,26.64,30.64,22.64
1998-12-18,25.68,29.68,21.68
1998-12-19,24.07,28.07,20.07
1998-12-20,26.36,30.36,22.36
1998-12-21,23.39,27.39,19.39
1998-12-22,25.5,29.5,21.5
1998-12-23,24.93,28.93,20.93
1998-12-24,26.17,30.17,22.17
1998-12-25,23.27,27.27,19.27
1998-12-26,24.72,28.72,20.72
1998-12-27,25.08,29.08,21.08
1998-12-28,23.78,27.78,19.78
1998-12-29,24.83,28.83,20.83
1998-12-30,26.81,30.81,22.81
1998-12-31,25.04,29.04,21.04
1999-01-01,24.73,28.73,20.73
1999-01-02,25.85,29.85,21.85
1999-01-03,23.96,27.96,19.96
1999-01-04,24.9,28.9,20.9
1999-01-05,26.85,30.85,22.85
1999-01-06,26.29,30.29,22.29
1999-01-07,23.82,27.82,19.82
1999-01-08,26.0,30.0,22.0
1999-01-09,24.59,28.59,20.59
1999-01-10,27.62,31.62,23.62
1999-01-11,26.85,30.85,22.85
1999-01-12,24.23,28.23,20.23
1999-01-13,25.26,29.26,21.26
1999-01-14,25.68,29.68,21.68
1999-01-15,24.45,28.45,20.45
1999-01-16,26.54,30.54,22.54
1999-01-17,27.09,31.09,23.09
1999-01-18,23.74,27.74,19.74
1999-01-19,24.25,28.25,20.25
1999-01-20,24.85,28.85,20.85
1999-01-21,27.66,31.66,23.66
1999-01-22,25.34,29.34,21.34
1999-01-23,24.4,28.4,20.4
1999-01-24,24.2,28.2,20.2
1999-01-25,27.33,31.33,23.33
1999-01-26,26.96,30.96,22.96
1999-01-27,26.2,30.2,22.2
1999-01-28,25.88,29.88,21.88
1999-01-29,26.83,30.83,22.83
1999-01-30,24.99,28.99,20.99
1999-01-31,26.28,30.28,22.28
1999-02-01,26.92,30.92,22.92
1999-02-02,26.27,30.27,22.27
1999-02-03,24.64,28.64,20.64
1999-02-04,27.91,31.91,23.91
1999-02-05,27.21,31.21,23.21
1999-02-06,25.93,29.93,21.93
1999-02-07,26.45,30.45,22.45
1999-02-08,27.01,31.01,23.01
1999-02-09,25.8,29.8,21.8
1999-02-10,26.93,30.93,22.93
1999-02-11,27.06,31.06,23.06
1999-02-12,25.81,29.81,21.81
1999-02-13,24.72,28.72,20.72
1999-02-14,26.36,30.36,22.36
1999-02-15,26.19,30.19,22.19
1999-02-16,25.97,29.97,21.97
1999-02-17,24.2,28.2,20.2
1999-02-18,27.08,31.08,23.08
1999-02-19,26.12,30.12,22.12
1999-02-20,25.69,29.69,21.69
1999-02-21,27.23,31.23,23.23
1999-02-22,24.76,28.76,20.76
1999-02-23,25.06,29.06,21.06
1999-02-24,26.53,30.53,22.53
1999-02-25,25.53,29.53,21.53
1999-02-26,25.18,29.18,21.18
1999-02-27,24.99,28.99,20.99
1999-02-28,25.91,29.91,21.91
1999-03-01,27.87,31.87,23.87
1999-03-02,27.99,31.99,23.99
1999-03-03,27.93,31.93,23.93
1999-03-04,28.31,32.31,24.31
1999-03-05,24.97,28.97,20.97
1999-03-06,28.7,32.7,24.7
1999-03-07,26.48,30.48,22.48
1999-03-08,25.54,29.54,21.54
1999-03-09,28.65,32.65,24.65
1999-03-10,28.07,32.07,24.07
1999-03-11,28.49,32.489999999999995,24.49
1999-03-12,26.86,30.86,22.86
1999-03-13,27.76,31.76,23.76
1999-03-14,26.85,30.85,22.85
1999-03-15,26.93,30.93,22.93
1999-03-16,28.58,32.58,24.58
1999-03-17,27.72,31.72,23.72
1999-03-18,27.04,31.04,23.04
1999-03-19,26.34,30.34,22.34
1999-03-20,25.43,29.43,21.43
1999-03-21,25.23,29.23,21.23
1999-03-22,25.97,29.97,21.97
1999-03-23,27.54,31.54,23.54
1999-03-24,25.54,29.54,21.54
1999-03-25,25.3,29.3,21.3
1999-03-26,25.08,29.08,21.08
1999-03-27,28.15,32.15,24.15
1999-03-28,25.73,29.73,21.73
1999-03-29,25.57,29.57,21.57
1999-03-30,26.33,30.33,22.33
1999-03-31,27.29,31.29,23.29
1999-04-01,27.33,31.33,23.33
1999-04-02,28.67,32.67,24.67
1999-04-03,27.71,31.71,23.71
1999-04-04,27.23,31.23,23.23
1999-04-05,27.83,31.83,23.83
1999-04-06,27.63,31.63,23.63
1999-04-07,28.05,32.05,24.05
1999-04-08,27.27,31.27,23.27
1999-04-09,28.21,32.21,24.21
1999-04-10,28.58,32.58,24.58
1999-04-11,27.77,31.77,23.77
1999-04-12,26.41,30.41,22.41
1999-04-13,26.1,30.1,22.1
1999-04-14,27.53,31.53,23.53
1999-04-15,27.51,31.51,23.51
1999-04-16,25.08,29.08,21.08
1999-04-17,27.97,31.97,23.97
1999-04-18,25.87,29.87,21.87
1999-04-19,25.2,29.2,21.2
1999-04-20,25.59,29.59,21.59
1999-04-21,27.61,31.61,23.61
1999-04-22,27.07,31.07,23.07
1999-04-23,28.37,32.370000000000005,24.37
1999-04-24,25.41,29.41,21.41
1999-04-25,28.3,32.3,24.3
1999-04-26,27.58,31.58,23.58
1999-04-27,25.84,29.84,21.84
1999-04-28,27.93,31.93,23.93
1999-04-29,27.95,31.95,23.95
1999-04-30,25.41,29.41,21.41
1999-05-01,25.61,29.61,21.61
1999-05-02,27.1,31.1,23.1
1999-05-03,26.06,30.06,22.06
1999-05-04,27.6,31.6,23.6
1999-05-05,26.68,30.68,22.68
1999-05-06,27.97,31.97,23.97
1999-05-07,24.98,28.98,20.98
1999-05-08,27.47,31.47,23.47
1999-05-09,26.4,30.4,22.4
1999-05-10,26.62,30.62,22.62
1999-05-11,25.68,29.68,21.68
1999-05-12,25.62,29.62,21.62
1999-05-13,25.3,29.3,21.3
1999-05-14,26.03,30.03,22.03
1999-05-15,25.5,29.5,21.5
1999-05-16,25.3,29.3,21.3
1999-05-17,28.39,32.39,24.39
1999-05-18,26.33,30.33,22.33
1999-05-19,27.25,31.25,23.25
1999-05-20,26.04,30.04,22.04
1999-05-21,26.82,30.82,22.82
1999-05-22,26.54,30.54,22.54
1999-05-23,26.99,30.99,22.99
1999-05-24,27.43,31.43,23.43
1999-05-25,27.2,31.2,23.2
1999-05-26,27.59,31.59,23.59
1999-05-27,25.13,29.13,21.13
1999-05-28,24.92,28.92,20.92
1999-05-29,25.9,29.9,21.9
1999-05-30,26.47,30.47,22.47
1999-05-31,25.44,29.44,21.44
1999-06-01,27.3,31.3,23.3
1999-06-02,27.09,31.09,23.09
1999-06-03,27.86,31.86,23.86
1999-06-04,27.13,31.13,23.13
1999-06-05,24.64,28.64,20.64
1999-06-06,26.87,30.87,22.87
1999-06-07,25.86,29.86,21.86
1999-06-08,25.25,29.25,21.25
1999-06-09,26.62,30.62,22.62
1999-06-10,25.42,29.42,21.42
1999-06-11,26.33,30.33,22.33
1999-06-12,26.51,30.51,22.51
1999-06-13,26.33,30.33,22.33
1999-06-14,24.25,28.25,20.25
1999-06-15,25.6,29.6,21.6
1999-06-16,27.37,31.37,23.37
1999-06-17,25.6,29.6,21.6
1999-06-18,26.25,30.25,22.25
1999-06-19,25.6,29.6,21.6
1999-06-20,25.01,29.01,21.01
1999-06-21,25.01,29.01,21.01
1999-06-22,27.21,31.21,23.21
1999-06-23,26.72,30.72,22.72
1999-06-24,27.94,31.94,23.94
1999-06-25,25.89,29.89,21.89
1999-06-26,26.76,30.76,22.76
1999-06-27,26.08,30.08,22.08
1999-06-28,26.11,30.11,22.11
1999-06-29,27.63,31.63,23.63
1999-06-30,26.03,30.03,22.03
1999-07-01,27.71,31.71,23.71
1999-07-02,26.48,30.48,22.48
1999-07-03,24.34,28.34,20.34
1999-07-04,24.27,28.27,20.27
1999-07-05,27.93,31.93,23.93
1999-07-06,25.6,29.6,21.6
1999-07-07,26.35,30.35,22.35
1999-07-08,25.73,29.73,21.73
1999-07-09,24.64,28.64,20.64
1999-07-10,24.5,28.5,20.5
1999-07-11,24.85,28.85,20.85
1999-07-12,26.42,30.42,22.42
1999-07-13,26.19,30.19,22.19
1999-07-14,25.31,29.31,21.31
1999-07-15,24.18,28.18,20.18
1999-07-16,25.3,29.3,21.3
1999-07-17,25.59,29.59,21.59
1999-07-18,27.03,31.03,23.03
1999-07-19,26.95,30.95,22.95
1999-07-20,24.89,28.89,20.89
1999-07-21,24.91,28.91,20.91
1999-07-22,26.51,30.51,22.51
1999-07-23,26.61,30.61,22.61
1999-07-24,26.24,30.24,22.24
1999-07-25,24.45,28.45,20.45
1999-07-26,25.14,29.14,21.14
1999-07-27,24.13,28.13,20.13
1999-07-28,27.05,31.05,23.05
1999-07-29,27.23,31.23,23.23
1999-07-30,27.68,31.68,23.68
1999-07-31,24.35,28.35,20.35
1999-08-01,27.4,31.4,23.4
1999-08-02,27.45,31.45,23.45
1999-08-03,27.77,31.77,23.77
1999-08-04,26.89,30.89,22.89
1999-08-05,24.83,28.83,20.83
1999-08-06,24.84,28.84,20.84
1999-08-07,26.53,30.53,22.53
1999-08-08,26.5,30.5,22.5
1999-08-09,26.42,30.42,22.42
1999-08-10,25.19,29.19,21.19
1999-08-11,25.86,29.86,21.86
1999-08-12,24.99,28.99,20.99
1999-08-13,26.17,30.17,22.17
1999-08-14,26.87,30.87,22.87
1999-08-15,26.57,30.57,22.57
1999-08-16,25.51,29.51,21.51
1999-08-17,25.88,29.88,21.88
1999-08-18,26.87,30.87,22.87
1999-08-19,24.71,28.71,20.71
1999-08-20,24.67,28.67,20.67
1999-08-21,25.72,29.72,21.72
1999-08-22,25.76,29.76,21.76
1999-08-23,23.87,27.87,19.87
1999-08-24,26.11,30.11,22.11
1999-08-25,25.45,29.45,21.45
1999-08-26,26.09,30.09,22.09
1999-08-27,27.44,31.44,23.44
1999-08-28,25.11,29.11,21.11
1999-08-29,24.21,28.21,20.21
1999-08-30,24.61,28.61,20.61
1999-08-31,25.01,29.01,21.01
1999-09-01,26.68,30.68,22.68
1999-09-02,25.43,29.43,21.43
1999-09-03,27.21,31.21,23.21
1999-09-04,24.37,28.37,20.37
1999-09-05,23.5,27.5,19.5
1999-09-06,24.43,28.43,20.43
1999-09-07,27.2,31.2,23.2
1999-09-08,26.2,30.2,22.2
1999-09-09,26.89,30.89,22.89
1999-09-10,25.61,29.61,21.61
1999-09-11,24.33,28.33,20.33
1999-09-12,27.05,31.05,23.05
1999-09-13,24.15,28.15,20.15
1999-09-14,24.82,28.82,20.82
1999-09-15,24.4,28.4,20.4
1999-09-16,25.8,29.8,21.8
1999-09-17,24.9,28.9,20.9
1999-09-18,27.06,31.06,23.06
1999-09-19,27.1,31.1,23.1
1999-09-20,23.62,27.62,19.62
1999-09-21,26.94,30.94,22.94
1999-09-22,26.42,30.42,22.42
1999-09-23,26.08,30.08,22.08
1999-09-24,24.68,28.68,20.68
1999-09-25,25.95,29.95,21.95
1999-09-26,26.47,30.47,22.47
1999-09-27,26.55,30.55,22.55
1999-09-28,26.45,30.45,22.45
1999-09-29,24.51,28.51,20.51
1999-09-30,23.97,27.97,19.97
1999-10-01,25.33,29.33,21.33
1999-10-02,24.17,28.17,20.17
1999-10-03,26.29,30.29,22.29
1999-10-04,23.33,27.33,19.33
1999-10-05,24.85,28.85,20.85
1999-10-06,26.26,30.26,22.26
1999-10-07,23.47,27.47,19.47
1999-10-08,25.9,29.9,21.9
1999-10-09,24.07,28.07,20.07
1999-10-10,23.66,27.66,19.66
1999-10-11,24.38,28.38,20.38
1999-10-12,23.23,27.23,19.23
1999-10-13,25.67,29.67,21.67
1999-10-14,24.48,28.48,20.48
1999-10-15,27.12,31.12,23.12
1999-10-16,23.54,27.54,19.54
1999-10-17,26.73,30.73,22.73
1999-10-18,25.14,29.14,21.14
1999-10-19,23.62,27.62,19.62
1999-10-20,26.57,30.57,22.57
1999-10-21,23.59,27.59,19.59
1999-10-22,25.73,29.73,21.73
1999-10-23,24.13,28.13,20.13
1999-10-24,24.95,28.95,20.95
1999-10-25,25.44,29.44,21.44
1999-10-26,26.83,30.83,22.83
1999-10-27,24.29,28.29,20.29
1999-10-28,24.7,28.7,20.7
1999-10-29,23.95,27.95,19.95
1999-10-30,24.52,28.52,20.52
1999-10-31,23.65,27.65,19.65
1999-11-01,25.39,29.39,21.39
1999-11-02,25.44,29.44,21.44
1999-11-03,25.69,29.69,21.69
1999-11-04,24.12,28.12,20.12
1999-11-05,24.93,28.93,20.93
1999-11-06,23.37,27.37,19.37
1999-11-07,23.36,27.36,19.36
1999-11-08,24.44,28.44,20.44
1999-11-09,25.16,29.16,21.16
1999-11-10,25.97,29.97,21.97
1999-11-11,26.23,30.23,22.23
1999-11-12,24.81,28.81,20.81
1999-11-13,26.22,30.22,22.22
1999-11-14,26.11,30.11,22.11
1999-11-15,25.73,29.73,21.73
1999-11-16,23.77,27.77,19.77
1999-11-17,24.35,28.35,20.35
1999-11-18,25.34,29.34,21.34
1999-11-19,26.46,30.46,22.46
1999-11-20,24.81,28.81,20.81
1999-11-21,27.07,31.07,23.07
1999-11-22,25.86,29.86,21.86
1999-11-23,24.45,28.45,20.45
1999-11-24,25.45,29.45,21.45
1999-11-25,24.7,28.7,20.7
1999-11-26,26.85,30.85,22.85
1999-11-27,23.39,27.39,19.39
1999-11-28,24.12,28.12,20.12
1999-11-29,23.59,27.59,19.59
1999-11-30,26.42,30.42,22.42
1999-12-01,23.58,27.58,19.58
1999-12-02,25.79,29.79,21.79
1999-12-03,25.07,29.07,21.07
1999-12-04,26.14,30.14,22.14
1999-12-05,26.8,30.8,22.8
1999-12-06,23.44,27.44,19.44
1999-12-07,23.42,27.42,19.42
1999-12-08,25.36,29.36,21.36
1999-12-09,22.97,26.97,18.97
1999-12-10,26.09,30.09,22.09
1999-12-11,24.33,28.33,20.33
1999-12-12,24.42,28.42,20.42
1999-12-13,25.11,29.11,21.11
1999-12-14,24.19,28.19,20.19
1999-12-15,24.02,28.02,20.02
1999-12-16,23.64,27.64,19.64
1999-12-17,25.7,29.7,21.7
1999-12-18,25.89,29.89,21.89
1999-12-19,25.25,29.25,21.25
1999-12-20,23.76,27.76,19.76
1999-12-21,25.6,29.6,21.6
1999-12-22,23.45,27.45,19.45
1999-12-23,26.33,30.33,22.33
1999-12-24,24.61,28.61,20.61
1999-12-25,24.72,28.72,20.72
1999-12-26,23.64,27.64,19.64
1999-12-27,25.28,29.28,21.28
1999-12-28,26.76,30.76,22.76
1999-12-29,25.18,29.18,21.18
1999-12-30,25.43,29.43,21.43
